fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
GRANTS,0T36,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,165,GRAPHIC DESIGN SERV,0,0,1500
GRANTS,0T36,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,166,DUES  SUBSC & MEM,0,0,2435
GRANTS,0T36,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,169,TECHNICAL MEETING COSTS,0,0,3299
GRANTS,0T36,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,190,TELEPHONE - NON-CENTREX BILLINGS,0,0,63363
GRANTS,0T36,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,197,TELEPHONE - MAINTENANCE,0,0,11573
GRANTS,0T36,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,270,LOCAL TRANSPORTATION,0,0,1400
GRANTS,0T36,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,340,MATERIAL AND SUPPLIES,0,0,17116
GRANTS,0T36,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,350,STATIONERY AND OFFICE SUPPLIES,0,0,17500
GRANTS,0T36,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,9651,REIMB - INDIRECT COSTS,0,0,703644
GRANTS,0T37,CHA FAMILY SUPPORTIVE SERVICES,50,FAMILY AND SUPPORT SERVICES,2896,CHA FAMILY SUPPORTIVE SERVICES,5,SALARIES AND WAGES - ON PAYROLL,0,0,291061
GRANTS,0T37,CHA FAMILY SUPPORTIVE SERVICES,50,FAMILY AND SUPPORT SERVICES,2896,CHA FAMILY SUPPORTIVE SERVICES,6,SALARY PROVISION,0,0,150095
GRANTS,0T37,CHA FAMILY SUPPORTIVE SERVICES,50,FAMILY AND SUPPORT SERVICES,2896,CHA FAMILY SUPPORTIVE SERVICES,44,FRINGE BENEFITS,0,0,131219
GRANTS,0T37,CHA FAMILY SUPPORTIVE SERVICES,50,FAMILY AND SUPPORT SERVICES,2896,CHA FAMILY SUPPORTIVE SERVICES,135,DELEGATE AGENCIES,0,0,980200
GRANTS,0T37,CHA FAMILY SUPPORTIVE SERVICES,50,FAMILY AND SUPPORT SERVICES,2896,CHA FAMILY SUPPORTIVE SERVICES,340,MATERIAL AND SUPPLIES,0,0,3000
GRANTS,0T37,CHA FAMILY SUPPORTIVE SERVICES,50,FAMILY AND SUPPORT SERVICES,2896,CHA FAMILY SUPPORTIVE SERVICES,801,INDIRECT COSTS,0,0,26425
GRANTS,0T38,CHICAGO DOMESTIC VIOLENCE HELP LINE,50,FAMILY AND SUPPORT SERVICES,2923,CHICAGO DOM VIOLENCE HELP LINE,135,DELEGATE AGENCIES,0,0,455000
GRANTS,0T39,CHILD CARE SERVICES,50,FAMILY AND SUPPORT SERVICES,2943,Child Care Services,5,SALARIES AND WAGES - ON PAYROLL,0,0,1409800
GRANTS,0T39,CHILD CARE SERVICES,50,FAMILY AND SUPPORT SERVICES,2943,Child Care Services,15,SCHEDULE SALARY ADJUSTMENTS,0,0,2695
GRANTS,0T39,CHILD CARE SERVICES,50,FAMILY AND SUPPORT SERVICES,2943,Child Care Services,44,FRINGE BENEFITS,0,0,627358
GRANTS,0T39,CHILD CARE SERVICES,50,FAMILY AND SUPPORT SERVICES,2943,Child Care Services,135,DELEGATE AGENCIES,0,0,22976259
GRANTS,0T39,CHILD CARE SERVICES,50,FAMILY AND SUPPORT SERVICES,2943,Child Care Services,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,467222
GRANTS,0T40,COMMUNITY SERVICES BLOCK GRANT,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,5,SALARIES AND WAGES - ON PAYROLL,0,0,4278969
GRANTS,0T40,COMMUNITY SERVICES BLOCK GRANT,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,15,SCHEDULE SALARY ADJUSTMENTS,0,0,10615
GRANTS,0T40,COMMUNITY SERVICES BLOCK GRANT,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,44,FRINGE BENEFITS,0,0,1915597
GRANTS,0T40,COMMUNITY SERVICES BLOCK GRANT,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,125,OFFICE AND BUILDING SERVICES,0,0,15108
GRANTS,0T40,COMMUNITY SERVICES BLOCK GRANT,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,135,DELEGATE AGENCIES,0,0,4189548
GRANTS,0T40,COMMUNITY SERVICES BLOCK GRANT,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,30000
GRANTS,0T40,COMMUNITY SERVICES BLOCK GRANT,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,159,LEASE/PURCHASE EQUIPMENT,0,0,20892
GRANTS,0T40,COMMUNITY SERVICES BLOCK GRANT,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,190,TELEPHONE - NON-CENTREX BILLINGS,0,0,53520
GRANTS,0T40,COMMUNITY SERVICES BLOCK GRANT,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,197,TELEPHONE - MAINTENANCE,0,0,8274
GRANTS,0T40,COMMUNITY SERVICES BLOCK GRANT,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,245,REIMBURSEMENT TO TRAVELERS,0,0,7000
GRANTS,0T40,COMMUNITY SERVICES BLOCK GRANT,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,270,LOCAL TRANSPORTATION,0,0,5000
GRANTS,0T40,COMMUNITY SERVICES BLOCK GRANT,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,340,MATERIAL AND SUPPLIES,0,0,10500
GRANTS,0T40,COMMUNITY SERVICES BLOCK GRANT,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,350,STATIONERY AND OFFICE SUPPLIES,0,0,3285
GRANTS,0T40,COMMUNITY SERVICES BLOCK GRANT,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,9438,REIMBURSEMENT - 2FM,0,0,7850
GRANTS,0T40,COMMUNITY SERVICES BLOCK GRANT,50,FAMILY AND SUPPORT SERVICES,2805,CSBG,9651,REIMB - INDIRECT COSTS,0,0,533842
GRANTS,0T41,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,5,SALARIES AND WAGES - ON PAYROLL,0,0,237538
GRANTS,0T41,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,44,FRINGE BENEFITS,0,0,106070
GRANTS,0T41,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,130,POSTAGE,0,0,365
GRANTS,0T41,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,135,DELEGATE AGENCIES,0,0,5153331
GRANTS,0T41,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,761896
GRANTS,0T41,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,159,LEASE/PURCHASE EQUIPMENT,0,0,1152
GRANTS,0T41,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,166,DUES  SUBSC & MEM,0,0,22008
GRANTS,0T41,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,190,TELEPHONE - NON-CENTREX BILLINGS,0,0,3146
GRANTS,0T41,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,197,TELEPHONE - MAINTENANCE,0,0,425
GRANTS,0T41,EARLY HEAD START INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2857,EARLY HEAD START INITIATIVE,801,INDIRECT COSTS,0,0,340069
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,5,SALARIES AND WAGES - ON PAYROLL,0,0,278031
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,6,SALARY PROVISION,0,0,172567
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,15,SCHEDULE SALARY ADJUSTMENTS,0,0,1752
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,44,FRINGE BENEFITS,0,0,133525
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,130,POSTAGE,0,0,524
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,135,DELEGATE AGENCIES,0,0,11889529
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,1641035
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,159,LEASE/PURCHASE EQUIPMENT,0,0,1730
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,166,DUES  SUBSC & MEM,0,0,181033
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,169,TECHNICAL MEETING COSTS,0,0,2100
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,190,TELEPHONE - NON-CENTREX BILLINGS,0,0,4719
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,197,TELEPHONE - MAINTENANCE,0,0,637
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,229,TRANSPORTATION AND EXPENSE ALLOWANCE,0,0,200
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,245,REIMBURSEMENT TO TRAVELERS,0,0,4800
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,270,LOCAL TRANSPORTATION,0,0,200
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,348,BOOKS AND RELATED MATERIAL,0,0,50000
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,350,STATIONERY AND OFFICE SUPPLIES,0,0,5000
GRANTS,0T42,EARLY HEAD START-CHILD CARE PARTNERSHIP,50,FAMILY AND SUPPORT SERVICES,2956,EHS - Child Care Partnership,801,INDIRECT COSTS,0,0,777618
GRANTS,0T44,EMERGENCY AND TRANSITIONAL HOUSING,50,FAMILY AND SUPPORT SERVICES,2942,Emergency /Transitional Housng,5,SALARIES AND WAGES - ON PAYROLL,0,0,68690
GRANTS,0T44,EMERGENCY AND TRANSITIONAL HOUSING,50,FAMILY AND SUPPORT SERVICES,2942,Emergency /Transitional Housng,44,FRINGE BENEFITS,0,0,29845
GRANTS,0T44,EMERGENCY AND TRANSITIONAL HOUSING,50,FAMILY AND SUPPORT SERVICES,2942,Emergency /Transitional Housng,135,DELEGATE AGENCIES,0,0,4156770
GRANTS,0T44,EMERGENCY AND TRANSITIONAL HOUSING,50,FAMILY AND SUPPORT SERVICES,2942,Emergency /Transitional Housng,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,68772
GRANTS,0T44,EMERGENCY AND TRANSITIONAL HOUSING,50,FAMILY AND SUPPORT SERVICES,2942,Emergency /Transitional Housng,159,LEASE/PURCHASE EQUIPMENT,0,0,74394
GRANTS,0T44,EMERGENCY AND TRANSITIONAL HOUSING,50,FAMILY AND SUPPORT SERVICES,2942,Emergency /Transitional Housng,162,REPAIR/MAINT EQUIPMENT,0,0,73617
GRANTS,0T44,EMERGENCY AND TRANSITIONAL HOUSING,50,FAMILY AND SUPPORT SERVICES,2942,Emergency /Transitional Housng,9651,REIMB - INDIRECT COSTS,0,0,241912
GRANTS,0T45,EMERGENCY SOLUTIONS GRANT,50,FAMILY AND SUPPORT SERVICES,2944,Emergency Solutions,5,SALARIES AND WAGES - ON PAYROLL,0,0,291624
GRANTS,0T45,EMERGENCY SOLUTIONS GRANT,50,FAMILY AND SUPPORT SERVICES,2944,Emergency Solutions,15,SCHEDULE SALARY ADJUSTMENTS,0,0,3608
GRANTS,0T45,EMERGENCY SOLUTIONS GRANT,50,FAMILY AND SUPPORT SERVICES,2944,Emergency Solutions,44,FRINGE BENEFITS,0,0,142619
GRANTS,0T45,EMERGENCY SOLUTIONS GRANT,50,FAMILY AND SUPPORT SERVICES,2944,Emergency Solutions,135,DELEGATE AGENCIES,0,0,6035107
GRANTS,0T45,EMERGENCY SOLUTIONS GRANT,50,FAMILY AND SUPPORT SERVICES,2944,Emergency Solutions,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,52042
GRANTS,0T46,FOSTER GRANDPARENTS,50,FAMILY AND SUPPORT SERVICES,2815,FOSTER GRANDPARENTS,5,SALARIES AND WAGES - ON PAYROLL,0,0,131003
GRANTS,0T46,FOSTER GRANDPARENTS,50,FAMILY AND SUPPORT SERVICES,2815,FOSTER GRANDPARENTS,44,FRINGE BENEFITS,0,0,58561
GRANTS,0T46,FOSTER GRANDPARENTS,50,FAMILY AND SUPPORT SERVICES,2815,FOSTER GRANDPARENTS,50,STIPENDS,0,0,257913
GRANTS,0T46,FOSTER GRANDPARENTS,50,FAMILY AND SUPPORT SERVICES,2815,FOSTER GRANDPARENTS,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,7541
GRANTS,0T46,FOSTER GRANDPARENTS,50,FAMILY AND SUPPORT SERVICES,2815,FOSTER GRANDPARENTS,229,TRANSPORTATION AND EXPENSE ALLOWANCE,0,0,62649
GRANTS,0T46,FOSTER GRANDPARENTS,50,FAMILY AND SUPPORT SERVICES,2815,FOSTER GRANDPARENTS,245,REIMBURSEMENT TO TRAVELERS,0,0,300
GRANTS,0T46,FOSTER GRANDPARENTS,50,FAMILY AND SUPPORT SERVICES,2815,FOSTER GRANDPARENTS,270,LOCAL TRANSPORTATION,0,0,120
GRANTS,0T46,FOSTER GRANDPARENTS,50,FAMILY AND SUPPORT SERVICES,2815,FOSTER GRANDPARENTS,330,FOOD,0,0,22913
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,5,SALARIES AND WAGES - ON PAYROLL,0,0,6061456
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,15,SCHEDULE SALARY ADJUSTMENTS,0,0,16289
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,44,FRINGE BENEFITS,0,0,2678345
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,130,POSTAGE,0,0,7882
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,135,DELEGATE AGENCIES,0,0,92760944
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,11217846
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,152,ADVERTISING,0,0,500000
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,159,LEASE/PURCHASE EQUIPMENT,0,0,25920
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,166,DUES  SUBSC & MEM,0,0,1495198
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,169,TECHNICAL MEETING COSTS,0,0,50000
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,190,TELEPHONE - NON-CENTREX BILLINGS,0,0,70797
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,197,TELEPHONE - MAINTENANCE,0,0,9563
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,245,REIMBURSEMENT TO TRAVELERS,0,0,10000
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,270,LOCAL TRANSPORTATION,0,0,5000
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,348,BOOKS AND RELATED MATERIAL,0,0,500000
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,350,STATIONERY AND OFFICE SUPPLIES,0,0,50000
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,801,INDIRECT COSTS,0,0,6338081
GRANTS,0T47,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,9438,REIMBURSEMENT - 2FM,0,0,34368
GRANTS,0T48,MONEY FOLLOWS THE PERSON,50,FAMILY AND SUPPORT SERVICES,2919,MONEY FOLLOWS THE PERSON,6,SALARY PROVISION,0,0,34152
GRANTS,0T48,MONEY FOLLOWS THE PERSON,50,FAMILY AND SUPPORT SERVICES,2919,MONEY FOLLOWS THE PERSON,801,INDIRECT COSTS,0,0,1848
GRANTS,0T49,LONG TERM CARE OMBUDSMAN PROGRAM - CMP,50,FAMILY AND SUPPORT SERVICES,2836,LONG TERM CARE OMBUDSMAN,5,SALARIES AND WAGES - ON PAYROLL,0,0,67420
GRANTS,0T49,LONG TERM CARE OMBUDSMAN PROGRAM - CMP,50,FAMILY AND SUPPORT SERVICES,2836,LONG TERM CARE OMBUDSMAN,6,SALARY PROVISION,0,0,19311
GRANTS,0T49,LONG TERM CARE OMBUDSMAN PROGRAM - CMP,50,FAMILY AND SUPPORT SERVICES,2836,LONG TERM CARE OMBUDSMAN,44,FRINGE BENEFITS,0,0,29293
GRANTS,0T49,LONG TERM CARE OMBUDSMAN PROGRAM - CMP,50,FAMILY AND SUPPORT SERVICES,2836,LONG TERM CARE OMBUDSMAN,801,INDIRECT COSTS,0,0,976
GRANTS,0T50,LONGTERM CARE SYSTEM DEVELOPMENT,50,FAMILY AND SUPPORT SERVICES,2820,LONGTERM CARE SYSTEM DEVELOP,6,SALARY PROVISION,0,0,56000
GRANTS,0T51,MEDICARE IMPROVEMENTS FOR PATIENTS/PROV.,50,FAMILY AND SUPPORT SERVICES,2937,MEDICARE IMPROVEMENTS,5,SALARIES AND WAGES - ON PAYROLL,0,0,72703
GRANTS,0T51,MEDICARE IMPROVEMENTS FOR PATIENTS/PROV.,50,FAMILY AND SUPPORT SERVICES,2937,MEDICARE IMPROVEMENTS,6,SALARY PROVISION,0,0,53317
GRANTS,0T51,MEDICARE IMPROVEMENTS FOR PATIENTS/PROV.,50,FAMILY AND SUPPORT SERVICES,2937,MEDICARE IMPROVEMENTS,44,FRINGE BENEFITS,0,0,35859
GRANTS,0T51,MEDICARE IMPROVEMENTS FOR PATIENTS/PROV.,50,FAMILY AND SUPPORT SERVICES,2937,MEDICARE IMPROVEMENTS,270,LOCAL TRANSPORTATION,0,0,1293
GRANTS,0T51,MEDICARE IMPROVEMENTS FOR PATIENTS/PROV.,50,FAMILY AND SUPPORT SERVICES,2937,MEDICARE IMPROVEMENTS,801,INDIRECT COSTS,0,0,8828
GRANTS,0T52,MEDICARE-MEDICAID ALIGNMENT INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2957,Medicare - Medicaid Alignment,5,SALARIES AND WAGES - ON PAYROLL,0,0,65609
GRANTS,0T52,MEDICARE-MEDICAID ALIGNMENT INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2957,Medicare - Medicaid Alignment,6,SALARY PROVISION,0,0,58870
GRANTS,0T52,MEDICARE-MEDICAID ALIGNMENT INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2957,Medicare - Medicaid Alignment,44,FRINGE BENEFITS,0,0,28506
GRANTS,0T52,MEDICARE-MEDICAID ALIGNMENT INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2957,Medicare - Medicaid Alignment,350,STATIONERY AND OFFICE SUPPLIES,0,0,701
GRANTS,0T52,MEDICARE-MEDICAID ALIGNMENT INITIATIVE,50,FAMILY AND SUPPORT SERVICES,2957,Medicare - Medicaid Alignment,801,INDIRECT COSTS,0,0,8314
GRANTS,0T54,OAA TITLE V / SENIOR COMMUNITY SERVICE,50,FAMILY AND SUPPORT SERVICES,2807,OAA TITLE V SENIOR EMPLOYMENT,5,SALARIES AND WAGES - ON PAYROLL,0,0,68736
GRANTS,0T54,OAA TITLE V / SENIOR COMMUNITY SERVICE,50,FAMILY AND SUPPORT SERVICES,2807,OAA TITLE V SENIOR EMPLOYMENT,44,FRINGE BENEFITS,0,0,32272
GRANTS,0T54,OAA TITLE V / SENIOR COMMUNITY SERVICE,50,FAMILY AND SUPPORT SERVICES,2807,OAA TITLE V SENIOR EMPLOYMENT,50,STIPENDS,0,0,357570
GRANTS,0T54,OAA TITLE V / SENIOR COMMUNITY SERVICE,50,FAMILY AND SUPPORT SERVICES,2807,OAA TITLE V SENIOR EMPLOYMENT,130,POSTAGE,0,0,1000
GRANTS,0T54,OAA TITLE V / SENIOR COMMUNITY SERVICE,50,FAMILY AND SUPPORT SERVICES,2807,OAA TITLE V SENIOR EMPLOYMENT,135,DELEGATE AGENCIES,0,0,477065
GRANTS,0T54,OAA TITLE V / SENIOR COMMUNITY SERVICE,50,FAMILY AND SUPPORT SERVICES,2807,OAA TITLE V SENIOR EMPLOYMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,2800
GRANTS,0T54,OAA TITLE V / SENIOR COMMUNITY SERVICE,50,FAMILY AND SUPPORT SERVICES,2807,OAA TITLE V SENIOR EMPLOYMENT,245,REIMBURSEMENT TO TRAVELERS,0,0,1270
GRANTS,0T54,OAA TITLE V / SENIOR COMMUNITY SERVICE,50,FAMILY AND SUPPORT SERVICES,2807,OAA TITLE V SENIOR EMPLOYMENT,350,STATIONERY AND OFFICE SUPPLIES,0,0,3152
GRANTS,0T54,OAA TITLE V / SENIOR COMMUNITY SERVICE,50,FAMILY AND SUPPORT SERVICES,2807,OAA TITLE V SENIOR EMPLOYMENT,801,INDIRECT COSTS,0,0,4135
GRANTS,0T55,RESIDENT SERVICES COORDINATION,50,FAMILY AND SUPPORT SERVICES,2828,RESIDENT SERVICES / CASE MGMT,5,SALARIES AND WAGES - ON PAYROLL,0,0,1107879
GRANTS,0T55,RESIDENT SERVICES COORDINATION,50,FAMILY AND SUPPORT SERVICES,2828,RESIDENT SERVICES / CASE MGMT,6,SALARY PROVISION,0,0,133627
GRANTS,0T55,RESIDENT SERVICES COORDINATION,50,FAMILY AND SUPPORT SERVICES,2828,RESIDENT SERVICES / CASE MGMT,15,SCHEDULE SALARY ADJUSTMENTS,0,0,1584
GRANTS,0T55,RESIDENT SERVICES COORDINATION,50,FAMILY AND SUPPORT SERVICES,2828,RESIDENT SERVICES / CASE MGMT,44,FRINGE BENEFITS,0,0,483910
GRANTS,0T57,SENIOR COMPANION PROJECT - ACTION,50,FAMILY AND SUPPORT SERVICES,2868,SENIOR COMPANION PJT - ACTION,5,SALARIES AND WAGES - ON PAYROLL,0,0,61841
GRANTS,0T57,SENIOR COMPANION PROJECT - ACTION,50,FAMILY AND SUPPORT SERVICES,2868,SENIOR COMPANION PJT - ACTION,44,FRINGE BENEFITS,0,0,30770
GRANTS,0T57,SENIOR COMPANION PROJECT - ACTION,50,FAMILY AND SUPPORT SERVICES,2868,SENIOR COMPANION PJT - ACTION,50,STIPENDS,0,0,193389
GRANTS,0V24,HOME PROGRAM,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,5,SALARIES AND WAGES - ON PAYROLL,0,0,759942
GRANTS,0V24,HOME PROGRAM,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,44,FRINGE BENEFITS,0,0,330187
GRANTS,0T58,SENIOR HEALTH ASSISTANCE PROGRAM,50,FAMILY AND SUPPORT SERVICES,2946,Senior Health Assistance Pgm.,5,SALARIES AND WAGES - ON PAYROLL,0,0,202282
GRANTS,0T58,SENIOR HEALTH ASSISTANCE PROGRAM,50,FAMILY AND SUPPORT SERVICES,2946,Senior Health Assistance Pgm.,6,SALARY PROVISION,0,0,10299
GRANTS,0T58,SENIOR HEALTH ASSISTANCE PROGRAM,50,FAMILY AND SUPPORT SERVICES,2946,Senior Health Assistance Pgm.,44,FRINGE BENEFITS,0,0,89419
GRANTS,0T59,SENIOR HEALTH INSURANCE PROGRAM,50,FAMILY AND SUPPORT SERVICES,2928,SENIOR HEALTH INSURANCE PGM,6,SALARY PROVISION,0,0,12814
GRANTS,0T59,SENIOR HEALTH INSURANCE PROGRAM,50,FAMILY AND SUPPORT SERVICES,2928,SENIOR HEALTH INSURANCE PGM,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,10000
GRANTS,0T59,SENIOR HEALTH INSURANCE PROGRAM,50,FAMILY AND SUPPORT SERVICES,2928,SENIOR HEALTH INSURANCE PGM,168,EDUCATION DEVELOPMENT,0,0,15000
GRANTS,0T59,SENIOR HEALTH INSURANCE PROGRAM,50,FAMILY AND SUPPORT SERVICES,2928,SENIOR HEALTH INSURANCE PGM,245,REIMBURSEMENT TO TRAVELERS,0,0,2979
GRANTS,0T59,SENIOR HEALTH INSURANCE PROGRAM,50,FAMILY AND SUPPORT SERVICES,2928,SENIOR HEALTH INSURANCE PGM,801,INDIRECT COSTS,0,0,2207
GRANTS,0T60,SENIOR MEDICARE PROJECTS,50,FAMILY AND SUPPORT SERVICES,2945,Senior Medicare Patrol,140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,20000
GRANTS,0T61,SERVICES TO VICTIMS OF DOMESTIC VIOLENCE,50,FAMILY AND SUPPORT SERVICES,2827,SERVICES TO VICTIMS OF DOM VIO,5,SALARIES AND WAGES - ON PAYROLL,0,0,77227
